timestamp,slurm_job_id,slurm_nodelist,slurm_cpus_per_task,algorithm,vector_size,base_seed,threads,generate_seconds,distribute_seconds,sort_seconds,rewrite_seconds,total_seconds,test_mode
"2026-05-02 12:27:11","20023267","ac0469","48",1,1000000,123456789,48,0.001249933,0.015571606,0.000316313,0.000428300,0.019330320,0
