timestamp,slurm_job_id,slurm_nodelist,slurm_cpus_per_task,algorithm,vector_size,base_seed,threads,generate_seconds,distribute_seconds,sort_seconds,rewrite_seconds,total_seconds,test_mode
"2026-05-02 12:27:11","20023267","ac0469","48",1,1000000,123456789,32,0.000897205,0.016053182,0.000467284,0.000459628,0.019392637,0
"2026-05-08 11:25:40","20060547","ac0688","48",1,64,1000000,123456789,32,0.000901062,0.015729798,0.000490945,0.000443506,0.018959934,0
