timestamp,slurm_job_id,slurm_nodelist,slurm_cpus_per_task,algorithm,vector_size,base_seed,threads,generate_seconds,distribute_seconds,sort_seconds,rewrite_seconds,total_seconds,test_mode
"2026-05-02 12:27:14","20023267","ac0469","48",2,1000000,123456789,24,0.000742339,0.056737289,0.002267228,0.000036248,0.059047435,0
"2026-05-08 11:25:42","20060547","ac0688","48",2,64,1000000,123456789,24,0.000772048,0.014297618,0.001623791,0.000031405,0.015960107,0
