timestamp,slurm_job_id,slurm_nodelist,slurm_cpus_per_task,algorithm,vector_size,base_seed,threads,generate_seconds,distribute_seconds,sort_seconds,rewrite_seconds,total_seconds,test_mode
"2026-05-02 12:27:12","20023267","ac0469","48",2,1000000,123456789,2,0.000749587,0.084725752,0.033013864,0.000334160,0.118076639,0
"2026-05-08 11:25:40","20060547","ac0688","48",2,64,1000000,123456789,2,0.000739269,0.046786392,0.025511632,0.000327869,0.072627598,0
