timestamp,slurm_job_id,slurm_nodelist,slurm_cpus_per_task,algorithm,vector_size,base_seed,threads,generate_seconds,distribute_seconds,sort_seconds,rewrite_seconds,total_seconds,test_mode
"2026-05-02 12:27:14","20023267","ac0469","48",2,1000000,123456789,32,0.000948130,0.049900721,0.001683241,0.000026071,0.051619976,0
"2026-05-08 11:25:42","20060547","ac0688","48",2,64,1000000,123456789,32,0.000940829,0.010098354,0.001193014,0.000027336,0.011326508,0
