timestamp,slurm_job_id,slurm_nodelist,slurm_cpus_per_task,algorithm,vector_size,base_seed,threads,generate_seconds,distribute_seconds,sort_seconds,rewrite_seconds,total_seconds,test_mode
"2026-05-02 12:27:11","20023267","ac0469","48",2,1000000,123456789,1,0.001425840,0.020082895,0.069815222,0.000699440,0.090598604,0
"2026-05-08 11:25:40","20060547","ac0688","48",2,64,1000000,123456789,1,0.001431640,0.017565010,0.054844232,0.000708815,0.073119006,0
