timestamp,slurm_job_id,slurm_nodelist,slurm_cpus_per_task,algorithm,vector_size,base_seed,threads,generate_seconds,distribute_seconds,sort_seconds,rewrite_seconds,total_seconds,test_mode
"2026-05-02 12:27:11","20023267","ac0469","48",2,1000000,123456789,1,0.001420861,0.019746192,0.069817148,0.000695689,0.090259801,0
"2026-05-08 11:25:40","20060547","ac0688","48",2,64,1000000,123456789,1,0.001420336,0.017109001,0.054834396,0.000691804,0.072635982,0
