timestamp,slurm_job_id,slurm_nodelist,slurm_cpus_per_task,algorithm,vector_size,base_seed,threads,generate_seconds,distribute_seconds,sort_seconds,rewrite_seconds,total_seconds,test_mode
"2026-05-02 12:27:39","20023267","ac0469","48",1,48000000,123456789,48,0.020703859,0.843609532,0.025948897,0.045143441,0.934200406,0
"2026-05-08 11:26:06","20060547","ac0688","48",1,64,48000000,123456789,48,0.020791595,0.875063409,0.025904237,0.044784317,0.965896631,0
