timestamp,slurm_job_id,slurm_nodelist,slurm_cpus_per_task,algorithm,vector_size,base_seed,threads,generate_seconds,distribute_seconds,sort_seconds,rewrite_seconds,total_seconds,test_mode
"2026-05-02 12:27:19","20023267","ac0469","48",1,4000000,123456789,4,0.001913198,0.136379124,0.020118190,0.013933129,0.176892422,0
