timestamp,slurm_job_id,slurm_nodelist,slurm_cpus_per_task,algorithm,vector_size,base_seed,threads,generate_seconds,distribute_seconds,sort_seconds,rewrite_seconds,total_seconds,test_mode
"2026-05-02 12:27:31","20023267","ac0469","48",1,32000000,123456789,32,0.013322090,0.565289753,0.024406095,0.031323050,0.633536032,0
