timestamp,slurm_job_id,slurm_nodelist,slurm_cpus_per_task,algorithm,vector_size,base_seed,threads,generate_seconds,distribute_seconds,sort_seconds,rewrite_seconds,total_seconds,test_mode
"2026-05-02 12:27:16","20023267","ac0469","48",1,1000000,123456789,1,0.001441069,0.100120456,0.019695940,0.013254448,0.139143887,0
"2026-05-08 11:25:43","20060547","ac0688","48",1,64,1000000,123456789,1,0.001442630,0.100589331,0.019796158,0.013364555,0.140016693,0
