timestamp,slurm_job_id,slurm_nodelist,slurm_cpus_per_task,algorithm,vector_size,base_seed,threads,generate_seconds,distribute_seconds,sort_seconds,rewrite_seconds,total_seconds,test_mode
"2026-05-02 12:27:18","20023267","ac0469","48",1,4000000,123456789,4,0.001970949,0.136705965,0.020107224,0.013917413,0.177198455,0
"2026-05-08 11:25:45","20060547","ac0688","48",1,64,4000000,123456789,4,0.001959223,0.136752261,0.020041823,0.013973409,0.177433097,0
