timestamp,slurm_job_id,slurm_nodelist,slurm_cpus_per_task,algorithm,bucket_multiplier,vector_size,base_seed,threads,generate_seconds,distribute_seconds,sort_seconds,rewrite_seconds,total_seconds,test_mode
"2026-05-08 11:14:08","20059457","ac0688","48",2,8,1000000,123456789,8,0.000380236,0.077127486,0.006950972,0.000086191,0.084168162,0
