timestamp,slurm_job_id,slurm_nodelist,slurm_cpus_per_task,algorithm,bucket_multiplier,vector_size,base_seed,threads,generate_seconds,distribute_seconds,sort_seconds,rewrite_seconds,total_seconds,test_mode
"2026-05-08 11:14:10","20059457","ac0688","48",2,8,1000000,123456789,48,0.001227315,0.024136817,0.000983824,0.000028249,0.025162216,0
