timestamp,slurm_job_id,slurm_nodelist,slurm_cpus_per_task,algorithm,bucket_multiplier,vector_size,base_seed,threads,generate_seconds,distribute_seconds,sort_seconds,rewrite_seconds,total_seconds,test_mode
"2026-05-08 11:14:15","20059457","ac0688","48",2,32,1000000,123456789,16,0.000546434,0.029004052,0.002787225,0.000043864,0.031841048,0
