timestamp,slurm_job_id,slurm_nodelist,slurm_cpus_per_task,algorithm,bucket_multiplier,vector_size,base_seed,threads,generate_seconds,distribute_seconds,sort_seconds,rewrite_seconds,total_seconds,test_mode
"2026-05-08 11:14:09","20059457","ac0688","48",2,8,1000000,123456789,16,0.000519471,0.053959417,0.003256251,0.000040347,0.057261466,0
