timestamp,slurm_job_id,slurm_nodelist,slurm_cpus_per_task,algorithm,bucket_multiplier,vector_size,base_seed,threads,generate_seconds,distribute_seconds,sort_seconds,rewrite_seconds,total_seconds,test_mode
"2026-05-08 11:14:07","20059457","ac0688","48",2,8,1000000,123456789,2,0.000738275,0.065882895,0.031155310,0.000324697,0.097364452,0
