timestamp,slurm_job_id,slurm_nodelist,slurm_cpus_per_task,algorithm,vector_size,base_seed,threads,generate_seconds,distribute_seconds,sort_seconds,rewrite_seconds,total_seconds,test_mode
"2026-05-02 12:27:43","20023267","ac0469","48",2,1000000,123456789,1,0.001427453,0.019907063,0.069819545,0.000671147,0.090398679,0
"2026-05-08 11:26:10","20060547","ac0688","48",2,64,1000000,123456789,1,0.001417019,0.017230204,0.054846217,0.000699175,0.072776569,0
