timestamp,slurm_job_id,slurm_nodelist,slurm_cpus_per_task,algorithm,vector_size,base_seed,threads,generate_seconds,distribute_seconds,sort_seconds,rewrite_seconds,total_seconds,test_mode
"2026-05-02 12:27:43","20023267","ac0469","48",2,1000000,123456789,1,0.001430232,0.020618711,0.069815427,0.000692378,0.091127458,0
"2026-05-08 11:26:10","20060547","ac0688","48",2,64,1000000,123456789,1,0.001431560,0.017968257,0.054872622,0.000707359,0.073549210,0
